@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE side STRING

@DATA
0,112,4,235;0:112;4 7;0:112;4 143;0:112;4 9;0:112;4 151;0:112;4 409;0:112;4 6;0:112;4 2;0:112;4 395;0:112;4 308;0:112;4 141;0:112;4 319;0:112;4 500;0:112;4 11;0:112;4 136;0:112;4 276;0:112;4
0,113,3,
0,119,3,
0,120,4,
0,121,4,
0,122,2,
0,128,4,432;0:128;4 129;0:128;4 60;0:128;4 9;0:128;4 151;0:128;4 409;0:128;4 6;0:128;4 293;0:128;4 2;0:128;4 4;0:128;4 84;0:128;4 395;0:128;4 308;0:128;4 500;0:128;4 136;0:128;4 278;0:128;4 190;0:128;4
0,131,4,
0,132,3,7;0:132;4 9;0:132;4 151;0:132;4 409;0:132;4 123;0:132;4 144;0:132;4 6;0:132;4 2;0:132;4 4;0:132;4 84;0:132;4 395;0:132;4 306;0:132;4 308;0:132;4 500;0:132;4 11;0:132;4 136;0:132;4 276;0:132;4
0,133,3,
0,137,4,
0,138,4,
0,142,4,
0,143,3,
0,144,5,
0,145,4,
0,146,4,
0,149,3,
0,151,5,
0,156,5,
0,159,3,
0,163,3,
0,165,4,
0,167,4,
0,174,5,
1,178,5,
1,179,4,
1,99,4,
1,181,4,
1,65,5,289;1:65;4 5;1:65;4 235;1:65;4 7;1:65;4 310;1:65;4 67;1:65;4 143;1:65;4 88;1:65;4 113;1:65;4 9;1:65;4 191;1:65;4 290;1:65;4 409;1:65;4 185;1:65;4 0;1:65;4 2;1:65;4 465;1:65;4 97;1:65;4 180;1:65;4 101;1:65;4 84;1:65;4 306;1:65;4 308;1:65;4 107;1:65;5 179;1:65;4 82;1:65;4
1,182,4,
1,184,3,
1,186,4,
1,187,5,
1,89,5,
1,100,5,
1,188,3,
1,79,5,
1,113,4,
1,190,5,
1,191,5,
1,194,3,
1,196,5,
1,198,3,
1,200,5,
1,209,5,
1,211,4,
1,213,5,
1,215,4,
1,216,5,
1,156,5,
1,220,5,
1,228,5,
1,232,4,
1,239,3,
2,245,5,289;2:245;4 5;2:245;4 67;2:245;4 143;2:245;4 88;2:245;4 113;2:245;4 9;2:245;4 8;2:245;4 97;2:245;4 180;2:245;4 426;2:245;4 504;2:245;4 497;2:245;4 228;2:245;4 96;2:245;4 63;2:245;4 95;2:245;4 464;2:245;4
2,249,4,
2,33,3,
2,40,3,
2,250,4,
2,251,5,
2,253,4,
2,32,5,
2,255,5,
2,256,3,
2,257,3,
2,90,5,
2,258,2,
2,259,3,
2,260,5,143;2:260;4 60;2:260;4 9;2:260;4 318;2:260;4 151;2:260;4 409;2:260;4 123;2:260;4 6;2:260;4 0;2:260;4 504;2:260;4 84;2:260;4 115;2:260;4 58;2:260;4 319;2:260;4 500;2:260;4 11;2:260;4 279;2:260;4 136;2:260;4
2,261,4,
2,263,4,
2,77,4,
2,265,4,
2,26,5,
2,266,4,
2,54,4,
2,268,5,
2,270,4,
2,271,5,
2,272,3,
2,275,4,
2,277,2,
2,279,3,432;2:279;4 5;2:279;4 129;2:279;4 9;2:279;4 151;2:279;4 409;2:279;4 123;2:279;4 144;2:279;4 6;2:279;4 0;2:279;4 293;2:279;4 4;2:279;4 504;2:279;4 306;2:279;4 308;2:279;4 500;2:279;4
2,280,3,
2,282,4,432;2:282;4 5;2:282;4 7;2:282;4 60;2:282;4 9;2:282;4 151;2:282;4 123;2:282;4 6;2:282;4 0;2:282;4 293;2:282;4 4;2:282;4 504;2:282;4 497;2:282;4 308;2:282;4 320;2:282;4 500;2:282;4 278;2:282;4
2,285,5,432;2:285;4 60;2:285;4 9;2:285;4 151;2:285;4 409;2:285;4 123;2:285;4 6;2:285;4 4;2:285;4 89;2:285;4 504;2:285;4 395;2:285;4 306;2:285;4 308;2:285;4 320;2:285;4 500;2:285;4 279;2:285;4 136;2:285;4
2,286,4,7;2:286;4 60;2:286;4 9;2:286;4 318;2:286;4 151;2:286;4 123;2:286;4 144;2:286;4 0;2:286;4 4;2:286;4 504;2:286;4 497;2:286;4 306;2:286;4 308;2:286;4 58;2:286;4 500;2:286;4 11;2:286;4
2,60,4,
2,78,3,
2,94,4,
2,63,4,
2,100,5,432;2:100;4 143;2:100;4 129;2:100;4 60;2:100;4 9;2:100;4 151;2:100;4 8;2:100;4 144;2:100;4 1;2:100;4 6;2:100;4 4;2:100;4 504;2:100;4 84;2:100;4 395;2:100;4 308;2:100;4 500;2:100;4 276;2:100;4
2,287,4,
2,289,4,
2,292,4,
2,293,4,
2,72,5,
2,295,3,
2,296,4,
2,142,1,
2,300,4,
2,301,4,
2,132,4,
2,302,5,
2,2,4,
2,188,1,
2,179,4,
2,308,3,
2,71,4,
2,314,5,
2,315,4,
2,318,4,
2,319,1,
2,323,4,
4,275,4,5;4:275;4 235;4:275;4 67;4:275;4 113;4:275;4 129;4:275;4 189;4:275;4 69;4:275;4 151;4:275;4 8;4:275;4 409;4:275;4 465;4:275;4 97;4:275;4 497;4:275;4 308;4:275;4 488;4:275;4 433;4:275;4 132;4:275;4 288;4:275;4
4,375,3,5;4:375;4 67;4:375;3 113;4:375;4 69;4:375;4 8;4:375;4 465;4:375;4 180;4:375;4 99;4:375;4 101;4:375;4 497;4:375;4 395;4:375;4 115;4:375;4 308;4:375;4 288;4:375;4 94;4:375;4 464;4:375;4
4,376,3,5;4:376;4 7;4:376;4 310;4:376;4 67;4:376;3 143;4:376;4 113;4:376;4 129;4:376;4 189;4:376;3 191;4:376;4 290;4:376;4 409;4:376;3 185;4:376;3 0;4:376;4 2;4:376;4 465;4:376;4 99;4:376;4 101;4:376;4 395;4:376;4 308;4:376;4 122;4:376;4 73;4:376;4 179;4:376;4 63;4:376;4 190;4:376;4 110;4:376;4 94;4:376;4
4,40,5,5;4:40;4 7;4:40;4 310;4:40;4 143;4:40;4 189;4:40;4 9;4:40;3 398;4:40;4 151;4:40;4 0;4:40;4 465;4:40;4 397;4:40;4 101;4:40;4 308;4:40;4 488;4:40;4 399;4:40;4 63;4:40;4 136;4:40;4 110;4:40;4
4,301,5,
4,377,3,432;4:377;4 5;4:377;4 310;4:377;4 129;4:377;4 60;4:377;4 9;4:377;3 151;4:377;4 144;4:377;4 6;4:377;4 2;4:377;4 84;4:377;3 395;4:377;4 308;4:377;4 320;4:377;3 384;4:377;3 500;4:377;3 136;4:377;4
4,287,2,
4,378,4,432;4:378;4 5;4:378;4 143;4:378;3 60;4:378;4 9;4:378;3 151;4:378;4 409;4:378;4 123;4:378;4 144;4:378;4 329;4:378;4 497;4:378;4 320;4:378;4 384;4:378;4 500;4:378;4 11;4:378;3 136;4:378;4
4,381,2,
4,261,4,
5,383,5,
5,353,5,
5,32,5,
5,386,5,
5,198,5,
5,388,5,
5,389,5,
5,390,3,
5,391,5,7;5:391;4 67;5:391;4 143;5:391;4 88;5:391;4 409;5:391;4 1;5:391;4 0;5:391;4 101;5:391;4 497;5:391;4 395;5:391;4 306;5:391;4 181;5:391;4 433;5:391;4 399;5:391;4 107;5:391;4 190;5:391;4 94;5:391;4
5,392,4,
5,393,5,
5,27,5,
5,35,5,
5,251,5,
5,394,4,
5,396,5,
5,397,4,
5,399,4,
5,151,5,
5,402,5,235;5:402;4 310;5:402;4 60;5:402;4 9;5:402;4 318;5:402;4 191;5:402;4 409;5:402;4 0;5:402;4 2;5:402;4 4;5:402;4 504;5:402;4 84;5:402;4 306;5:402;4 308;5:402;4 122;5:402;4 319;5:402;4
5,89,5,
5,403,5,
5,98,5,
5,260,5,
5,406,3,
5,99,5,
5,120,5,
5,191,5,
5,75,2,
5,146,5,7;5:146;4 129;5:146;4 9;5:146;3 8;5:146;4 409;5:146;4 123;5:146;4 144;5:146;4 6;5:146;4 0;5:146;4 2;5:146;4 4;5:146;4 84;5:146;4 308;5:146;4 473;5:146;4 500;5:146;4 136;5:146;4
5,407,5,7;5:407;4 129;5:407;4 60;5:407;4 9;5:407;4 123;5:407;4 144;5:407;4 6;5:407;4 0;5:407;4 2;5:407;4 4;5:407;4 84;5:407;4 395;5:407;4 308;5:407;4 384;5:407;4 500;5:407;4 136;5:407;4
5,408,5,
5,409,5,
5,410,5,
5,411,5,
5,412,4,
5,413,4,
5,211,5,
6,414,5,
6,9,5,289;6:9;4 5;6:9;4 7;6:9;4 67;6:9;4 191;6:9;4 442;6:9;4 8;6:9;4 1;6:9;4 185;6:9;3 0;6:9;4 97;6:9;4 99;6:9;4 101;6:9;4 504;6:9;4 84;6:9;3 308;6:9;4 179;6:9;4 82;6:9;4
6,149,5,
6,415,5,
6,416,5,
6,417,5,
6,42,5,
6,418,5,
6,419,5,
6,420,5,
6,77,5,432;6:77;4 235;6:77;4 7;6:77;4 60;6:77;4 9;6:77;4 318;6:77;5 8;6:77;4 123;6:77;4 144;6:77;4 0;6:77;4 293;6:77;4 2;6:77;4 395;6:77;4 306;6:77;5 308;6:77;4 500;6:77;4 278;6:77;5 190;6:77;4
6,94,5,
6,421,4,
6,422,5,5;6:422;4 235;6:422;4 7;6:422;4 60;6:422;4 9;6:422;4 318;6:422;4 123;6:422;4 293;6:422;4 2;6:422;4 4;6:422;4 497;6:422;4 84;6:422;4 395;6:422;4 306;6:422;4 308;6:422;4 132;6:422;4 279;6:422;4 278;6:422;4 276;6:422;4
6,423,5,
6,79,4,
6,424,5,
7,270,5,
7,178,5,
7,426,3,67;7:426;4 129;7:426;4 9;7:426;4 318;7:426;4 69;7:426;4 151;7:426;4 465;7:426;4 97;7:426;4 180;7:426;4 99;7:426;4 122;7:426;5 90;7:426;4 433;7:426;4 141;7:426;4 288;7:426;4 95;7:426;4
7,427,4,
7,413,4,
7,428,4,67;7:428;4 318;7:428;4 69;7:428;4 1;7:428;4 293;7:428;4 465;7:428;4 97;7:428;4 180;7:428;4 426;7:428;4 395;7:428;4 90;7:428;4 132;7:428;4 288;7:428;5 174;7:428;4 110;7:428;4 94;7:428;4
7,190,5,
7,263,3,
7,308,2,
7,431,4,
7,433,2,67;7:433;4 189;7:433;4 9;7:433;4 8;7:433;4 6;7:433;4 185;7:433;4 293;7:433;4 180;7:433;4 99;7:433;4 504;7:433;4 395;7:433;4 308;7:433;4 473;7:433;4 73;7:433;4 179;7:433;4 464;7:433;4
7,434,4,
7,435,4,
7,436,5,
7,391,5,
7,437,4,67;7:437;4 69;7:437;4 8;7:437;4 409;7:437;4 6;7:437;4 293;7:437;4 465;7:437;4 180;7:437;4 99;7:437;4 426;7:437;4 96;7:437;4 314;7:437;4 107;7:437;5 63;7:437;4 174;7:437;4 407;7:437;4
7,440,3,
7,441,3,67;7:441;4 9;7:441;4 69;7:441;4 290;7:441;4 8;7:441;4 6;7:441;4 293;7:441;4 4;7:441;4 180;7:441;4 504;7:441;4 395;7:441;4 96;7:441;4 433;7:441;4 132;7:441;5 73;7:441;4 95;7:441;4 94;7:441;4 407;7:441;4
7,442,3,
7,445,4,
7,447,5,235;7:447;4 67;7:447;4 189;7:447;4 8;7:447;4 6;7:447;5 2;7:447;4 4;7:447;4 465;7:447;4 97;7:447;4 180;7:447;4 99;7:447;4 504;7:447;4 497;7:447;4 96;7:447;4 433;7:447;4 473;7:447;4 110;7:447;4
7,450,5,
7,187,5,
7,453,5,
7,455,5,5;7:455;4 67;7:455;4 88;7:455;4 191;7:455;4 69;7:455;4 8;7:455;4 0;7:455;4 4;7:455;4 180;7:455;4 99;7:455;4 101;7:455;4 504;7:455;4 497;7:455;4 96;7:455;4 433;7:455;4 132;7:455;4 73;7:455;4
7,456,5,
7,14,5,
7,458,3,
7,459,4,
7,460,3,
7,414,3,
7,462,5,
7,463,4,
7,465,4,289;7:465;4 67;7:465;4 69;7:465;4 8;7:465;4 4;7:465;4 465;7:465;4 180;7:465;4 101;7:465;4 504;7:465;4 497;7:465;4 96;7:465;4 141;7:465;4 132;7:465;5 63;7:465;4 110;7:465;4 407;7:465;4
7,466,3,5;7:466;4 235;7:466;4 67;7:466;4 69;7:466;4 290;7:466;4 398;7:466;4 8;7:466;4 4;7:466;5 180;7:466;4 99;7:466;4 101;7:466;4 504;7:466;4 96;7:466;4 308;7:466;4 141;7:466;4 132;7:466;5 288;7:466;4 190;7:466;4 110;7:466;4
7,467,4,
7,468,4,
7,469,3,
7,46,3,
7,471,4,
7,472,4,
7,475,4,
7,410,3,
7,28,4,
7,484,4,
7,487,4,
7,488,5,
7,489,5,
7,490,3,
7,77,4,
7,275,4,
7,492,4,67;7:492;4 113;7:492;4 9;7:492;4 1;7:492;4 6;7:492;4 465;7:492;4 97;7:492;4 180;7:492;4 101;7:492;4 504;7:492;4 84;7:492;4 395;7:492;4 122;7:492;5 98;7:492;4 73;7:492;4 63;7:492;4 110;7:492;4
7,493,5,67;7:493;4 88;7:493;4 113;7:493;4 129;7:493;4 9;7:493;4 191;7:493;4 410;7:493;4 1;7:493;4 465;7:493;4 97;7:493;4 180;7:493;4 99;7:493;4 101;7:493;4 504;7:493;4 84;7:493;4 179;7:493;4 63;7:493;4 94;7:493;4
7,494,4,289;7:494;4 67;7:494;4 189;7:494;4 191;7:494;4 1;7:494;4 6;7:494;4 97;7:494;4 180;7:494;4 99;7:494;4 101;7:494;4 504;7:494;4 84;7:494;4 395;7:494;4 73;7:494;4 179;7:494;4 110;7:494;4
7,258,4,
7,101,2,67;7:101;4 113;7:101;4 191;7:101;4 290;7:101;4 1;7:101;4 0;7:101;4 97;7:101;4 180;7:101;4 99;7:101;4 101;7:101;4 504;7:101;4 84;7:101;4 103;7:101;4 98;7:101;4 63;7:101;4 82;7:101;4
7,496,2,
7,99,5,
7,499,3,
7,500,3,
7,501,4,
7,376,4,
7,503,2,67;7:503;4 143;7:503;4 88;7:503;4 113;7:503;4 191;7:503;4 151;7:503;4 410;7:503;4 0;7:503;4 465;7:503;4 180;7:503;4 99;7:503;4 101;7:503;4 395;7:503;4 73;7:503;4 179;7:503;4 94;7:503;4
7,505,4,
7,314,2,
7,507,3,
7,508,4,
7,388,5,
7,509,3,
7,510,3,
7,511,5,
7,512,4,
7,513,4,
7,516,5,
7,517,3,
7,194,3,
7,521,4,
7,103,5,67;7:103;4 191;7:103;4 151;7:103;4 185;7:103;4 0;7:103;4 469;7:103;4 99;7:103;4 101;7:103;4 426;7:103;4 504;7:103;4 395;7:103;4 308;7:103;4 122;7:103;5 433;7:103;4 399;7:103;4 98;7:103;4 73;7:103;4 459;7:103;4
7,524,3,
7,36,5,
7,59,3,
7,526,4,
7,527,4,
7,528,5,
7,529,4,
7,530,3,
7,531,5,
7,392,4,
7,532,4,
7,353,5,
7,533,4,
7,268,3,
7,534,5,
7,390,3,
7,271,3,
7,539,4,
7,540,1,
7,98,4,310;7:98;4 67;7:98;4 88;7:98;4 113;7:98;4 151;7:98;4 6;7:98;4 0;7:98;4 4;7:98;4 469;7:98;4 101;7:98;4 504;7:98;4 122;7:98;4 399;7:98;4 73;7:98;4 190;7:98;4 110;7:98;4 94;7:98;4
7,543,4,
7,546,2,
7,86,2,
7,6,5,
7,35,5,
7,547,3,
7,549,4,
7,550,3,
7,551,4,
7,198,4,
7,27,3,
7,556,4,
7,560,4,
7,561,4,
7,562,5,
7,79,5,
7,196,5,
7,209,4,
7,564,4,
7,272,3,
7,565,4,
7,216,4,
7,566,3,
7,396,3,
7,17,4,
7,40,4,
7,32,5,
7,255,5,
7,571,4,
7,572,1,
7,415,5,
7,574,4,
7,181,4,
7,50,5,
7,200,4,
7,52,5,
7,393,5,67;7:393;4 9;7:393;3 318;7:393;4 151;7:393;4 409;7:393;4 6;7:393;4 0;7:393;4 293;7:393;4 4;7:393;4 469;7:393;4 101;7:393;4 308;7:393;4 181;7:393;4 122;7:393;4 399;7:393;4 466;7:393;4
7,417,4,
7,64,4,
7,581,4,5;7:581;4 67;7:581;4 143;7:581;4 113;7:581;4 9;7:581;3 318;7:581;4 191;7:581;4 151;7:581;4 6;7:581;4 4;7:581;4 469;7:581;4 101;7:581;4 122;7:581;4 396;7:581;4 190;7:581;4 110;7:581;4
7,585,4,
7,251,4,
7,75,4,
7,589,4,5;7:589;4 310;7:589;4 67;7:589;4 9;7:589;3 318;7:589;4 191;7:589;4 398;7:589;4 151;7:589;4 123;7:589;4 6;7:589;4 0;7:589;4 2;7:589;4 4;7:589;4 469;7:589;4 101;7:589;4 181;7:589;4
7,590,4,235;7:590;4 310;7:590;4 9;7:590;4 318;7:590;4 191;7:590;4 151;7:590;4 409;7:590;4 6;7:590;4 4;7:590;4 469;7:590;4 504;7:590;4 181;7:590;4 122;7:590;4 396;7:590;4 466;7:590;4 278;7:590;4
7,591,4,
7,592,5,67;7:592;4 143;7:592;4 113;7:592;5 9;7:592;3 318;7:592;4 191;7:592;4 398;7:592;4 151;7:592;4 469;7:592;5 101;7:592;4 504;7:592;4 181;7:592;4 122;7:592;4 396;7:592;4 466;7:592;4 468;7:592;4
7,598,5,
7,599,4,
7,600,1,
7,81,1,
7,15,4,
7,604,3,
7,48,5,235;7:48;4 9;7:48;3 191;7:48;4 151;7:48;4 123;7:48;4 6;7:48;4 0;7:48;4 4;7:48;4 465;7:48;4 504;7:48;4 399;7:48;4 396;7:48;4 466;7:48;4 103;7:48;4 472;7:48;4 110;7:48;4
7,42,4,
7,605,4,
7,82,4,
7,253,3,
7,420,4,
7,607,4,
7,609,3,
7,7,4,
7,256,3,
7,409,4,
7,422,3,
7,613,5,
7,55,4,
7,614,4,
7,26,3,9;7:26;4 398;7:26;4 0;7:26;4 4;7:26;4 397;7:26;4 469;7:26;4 504;7:26;4 115;7:26;4 306;7:26;4 122;7:26;4 396;7:26;4 314;7:26;4 103;7:26;4 472;7:26;4 483;7:26;4 110;7:26;4
7,617,3,
7,330,4,
7,619,4,
7,90,3,
7,60,4,
7,54,4,
7,394,4,
7,421,5,
7,165,5,5;7:165;4 9;7:165;3 318;7:165;4 191;7:165;4 311;7:165;4 398;7:165;5 409;7:165;4 123;7:165;4 0;7:165;4 4;7:165;4 397;7:165;4 469;7:165;5 504;7:165;4 84;7:165;4 308;7:165;4 122;7:165;4 136;7:165;4 110;7:165;4
7,622,4,
7,383,5,
7,144,5,
7,624,4,
7,260,5,
7,21,4,
7,625,4,
7,78,5,
7,626,3,
7,627,5,
7,399,4,
7,285,5,
7,629,3,
7,630,3,
7,167,5,
7,389,5,
7,631,5,
7,632,5,
7,633,4,
7,402,4,
7,89,5,
7,45,4,
7,296,4,
7,279,4,
7,94,5,
7,636,4,
7,111,4,
7,637,5,
7,377,4,
7,419,2,
7,641,4,
7,642,4,
7,122,5,
7,643,4,
7,120,5,432;7:120;4 235;7:120;3 143;7:120;3 9;7:120;3 123;7:120;4 144;7:120;3 6;7:120;4 0;7:120;4 293;7:120;4 2;7:120;4 4;7:120;4 329;7:120;3 504;7:120;4 395;7:120;4 500;7:120;4 279;7:120;4 278;7:120;4
7,644,3,
7,403,5,
7,412,5,
7,138,5,
7,649,2,
7,650,5,
8,82,3,
8,456,5,
8,14,5,
8,442,1,
8,508,3,
8,656,4,
8,657,1,
8,32,4,5;8:32;4 235;8:32;4 67;8:32;4 143;8:32;4 113;8:32;4 189;8:32;4 69;8:32;4 6;8:32;5 293;8:32;4 4;8:32;4 465;8:32;4 180;8:32;4 99;8:32;4 96;8:32;4 308;8:32;4 132;8:32;5 107;8:32;4 190;8:32;4
8,659,4,
8,257,3,
8,392,4,
8,427,1,289;8:427;4 5;8:427;4 235;8:427;4 67;8:427;4 88;8:427;4 189;8:427;4 9;8:427;4 69;8:427;4 2;8:427;4 180;8:427;4 99;8:427;4 426;8:427;4 84;8:427;4 96;8:427;4 308;8:427;4 433;8:427;4 107;8:427;4 63;8:427;4 178;8:427;4
8,475,4,
8,453,3,
8,435,2,
8,458,3,
8,434,4,
8,64,5,
8,187,2,
8,27,1,
8,574,4,5;8:574;4 7;8:574;4 67;8:574;4 143;8:574;4 189;8:574;4 69;8:574;4 290;8:574;4 465;8:574;4 180;8:574;4 99;8:574;4 497;8:574;4 308;8:574;4 433;8:574;4 288;8:574;4 190;8:574;4 110;8:574;4 95;8:574;4 464;8:574;4 407;8:574;4
8,45,3,
8,54,5,
8,660,2,
8,100,4,
8,571,5,
8,524,4,
8,59,3,
8,472,3,
8,417,3,
8,521,5,
8,445,5,
8,662,4,
8,484,4,
8,463,4,
8,465,5,
8,426,4,
8,663,3,
8,462,3,
8,450,2,
8,422,3,
8,539,4,
8,510,3,
8,665,4,
8,666,3,
8,649,1,
8,271,5,
8,415,4,
8,517,3,
8,42,4,
8,378,5,
8,259,3,
8,90,5,
8,253,5,
8,275,4,
8,266,5,
8,530,3,
8,419,3,
8,546,1,
8,675,4,
8,289,5,
8,295,3,
8,121,5,
8,676,1,
8,677,5,
8,138,4,
8,144,5,
8,680,5,
8,492,5,
8,146,4,
8,633,4,
8,683,4,
8,394,5,
8,684,1,
8,471,2,
8,605,4,
8,632,5,
8,686,5,
8,590,4,
8,687,4,
8,412,5,
8,330,4,
8,314,1,
8,167,5,
8,194,5,
8,75,4,
8,598,5,
8,220,2,
8,261,5,
8,505,3,
8,137,5,
8,112,4,
8,86,1,
8,186,4,
8,715,3,
9,730,4,235;9:730;4 67;9:730;5 143;9:730;4 88;9:730;4 129;9:730;4 69;9:730;4 293;9:730;4 4;9:730;4 97;9:730;4 180;9:730;4 99;9:730;4 426;9:730;4 497;9:730;4 488;9:730;4 98;9:730;4 63;9:730;4 472;9:730;4
