@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE side STRING

@DATA
459,280,3,
190,637,5,
463,198,5,
190,540,4,
144,665,4,
465,73,4,
7,511,5,
190,455,4,
179,762,5,289;179:762;4 5;179:762;4 235;179:762;4 310;179:762;4 67;179:762;4 143;179:762;4 290;179:762;4 1;179:762;4 185;179:762;4 0;179:762;4 4;179:762;4 465;179:762;4 180;179:762;4 99;179:762;4 101;179:762;4 426;179:762;4 504;179:762;4 308;179:762;4 122;179:762;4 433;179:762;4 100;179:762;4 107;179:762;5
0,119,3,
5,198,5,
465,165,4,
151,111,4,
318,517,5,
88,187,5,
8,462,3,
318,389,5,
113,516,4,5;113:516;4 67;113:516;5 129;113:516;4 189;113:516;5 191;113:516;4 69;113:516;4 8;113:516;4 4;113:516;4 465;113:516;4 180;113:516;4 99;113:516;4 101;113:516;4 497;113:516;4 132;113:516;5 73;113:516;5 288;113:516;4 95;113:516;4
113,534,3,
187,258,4,
504,82,5,
111,106,2,
398,540,5,289;398:540;5 5;398:540;4 143;398:540;4 88;398:540;4 9;398:540;4 318;398:540;4 69;398:540;4 409;398:540;5 4;398:540;4 397;398:540;5 469;398:540;5 504;398:540;4 115;398:540;5 306;398:540;5 308;398:540;4 111;398:540;4 122;398:540;5 58;398:540;5 179;398:540;5 412;398:540;4 110;398:540;4
278,60,5,
311,138,5,
396,533,4,
103,1076,3,
9,32,5,235;9:32;4 67;9:32;5 143;9:32;4 129;9:32;4 189;9:32;5 69;9:32;4 151;9:32;4 8;9:32;4 409;9:32;4 6;9:32;5 185;9:32;5 293;9:32;4 2;9:32;4 4;9:32;4 180;9:32;5 99;9:32;4 101;9:32;4 504;9:32;4 497;9:32;4 115;9:32;4 308;9:32;4 90;9:32;4 433;9:32;4 132;9:32;5 63;9:32;4 463;9:32;4 178;9:32;5
100,396,5,
7,279,4,
97,389,5,
6,420,5,
409,6,5,
465,666,3,
278,186,4,
410,1069,5,
98,411,5,
395,270,3,432;395:270;3 7;395:270;4 143;395:270;3 60;395:270;2 9;395:270;3 123;395:270;2 6;395:270;3 2;395:270;3 4;395:270;3 504;395:270;4 308;395:270;4 320;395:270;4 132;395:270;3 279;395:270;3 190;395:270;4 110;395:270;4 276;395:270;3
9,733,3,235;9:733;4 67;9:733;4 143;9:733;4 129;9:733;4 189;9:733;4 69;9:733;5 8;9:733;4 97;9:733;4 180;9:733;5 99;9:733;4 101;9:733;4 504;9:733;4 308;9:733;5 122;9:733;5 90;9:733;4 433;9:733;4 132;9:733;5 107;9:733;4 63;9:733;4 178;9:733;4
111,605,3,
433,468,4,
465,191,3,
123,50,5,
96,1,2,
110,465,4,
465,662,3,
318,15,5,
122,266,3,
97,90,4,
63,1010,3,
187,100,4,
8,590,4,
398,604,4,5;398:604;4 235;398:604;4 7;398:604;5 310;398:604;4 9;398:604;0 318;398:604;4 409;398:604;5 6;398:604;4 2;398:604;4 4;398:604;4 504;398:604;4 84;398:604;4 395;398:604;4 115;398:604;5 306;398:604;5 308;398:604;4 111;398:604;4
111,539,3,
399,63,4,
459,258,4,
103,263,4,
89,731,4,
151,330,4,
8,417,3,
459,622,5,
69,550,3,
497,1214,5,
398,1043,5,
67,456,4,
69,407,5,
190,415,3,
465,939,4,
0,159,3,
308,666,4,
7,614,4,
308,253,5,
5,146,5,7;5:146;4 129;5:146;4 9;5:146;3 8;5:146;4 409;5:146;4 123;5:146;4 144;5:146;4 6;5:146;4 0;5:146;4 2;5:146;4 4;5:146;4 84;5:146;4 308;5:146;4 473;5:146;4 500;5:146;4 136;5:146;4
96,245,4,5;96:245;5 7;96:245;4 189;96:245;4 69;96:245;4 290;96:245;4 8;96:245;4 6;96:245;5 185;96:245;5 293;96:245;4 4;96:245;4 180;96:245;5 99;96:245;5 497;96:245;4 132;96:245;5 63;96:245;4 94;96:245;4
89,144,5,289;89:144;5 5;89:144;4 7;89:144;4 67;89:144;4 143;89:144;4 9;89:144;4 398;89:144;5 151;89:144;4 123;89:144;4 6;89:144;4 0;89:144;4 101;89:144;4 399;89:144;4 466;89:144;4 468;89:144;4 278;89:144;4 110;89:144;4
132,27,3,5;132:27;4 235;132:27;4 67;132:27;5 143;132:27;4 129;132:27;4 9;132:27;4 69;132:27;4 8;132:27;4 409;132:27;4 185;132:27;5 4;132:27;4 465;132:27;4 180;132:27;5 101;132:27;4 504;132:27;4 433;132:27;4 107;132:27;4 73;132:27;4 463;132:27;4
276,138,5,
384,492,4,
8,510,3,
97,260,4,
94,1054,2,
190,1023,2,
442,1010,5,
7,534,5,
88,447,5,
191,245,4,
190,301,5,
8,427,1,289;8:427;4 5;8:427;4 235;8:427;4 67;8:427;4 88;8:427;4 189;8:427;4 9;8:427;4 69;8:427;4 2;8:427;4 180;8:427;4 99;8:427;4 426;8:427;4 84;8:427;4 96;8:427;4 308;8:427;4 433;8:427;4 107;8:427;4 63;8:427;4 178;8:427;4
69,526,4,
318,455,1,310;318:455;4 67;318:455;4 143;318:455;4 129;318:455;4 191;318:455;4 1;318:455;4 0;318:455;4 101;318:455;4 497;318:455;4 395;318:455;4 115;318:455;4 433;318:455;4 399;318:455;4 473;318:455;4 73;318:455;4 190;318:455;4 463;318:455;4
459,54,3,
174,406,5,
465,574,4,
190,458,3,
412,507,3,
8,426,4,
311,565,5,
123,462,5,
465,585,4,
103,507,4,
122,261,4,
103,268,1,
60,631,2,
483,60,5,
465,414,2,
113,501,3,
410,656,5,
465,488,3,
69,54,5,
396,90,5,
67,680,3,
2,245,5,289;2:245;4 5;2:245;4 67;2:245;4 143;2:245;4 88;2:245;4 113;2:245;4 9;2:245;4 8;2:245;4 97;2:245;4 180;2:245;4 426;2:245;4 504;2:245;4 497;2:245;4 228;2:245;4 96;2:245;4 63;2:245;4 95;2:245;4 464;2:245;4
7,590,4,235;7:590;4 310;7:590;4 9;7:590;4 318;7:590;4 191;7:590;4 151;7:590;4 409;7:590;4 6;7:590;4 4;7:590;4 469;7:590;4 504;7:590;4 181;7:590;4 122;7:590;4 396;7:590;4 466;7:590;4 278;7:590;4
190,591,4,
459,260,3,
69,402,4,
308,287,4,
94,285,5,
110,377,5,
308,501,4,
465,529,4,
190,250,2,
67,282,4,
67,637,4,
8,194,5,
7,531,5,
190,216,4,
111,260,1,
466,759,4,
191,684,3,5;191:684;4 235;191:684;4 9;191:684;4 318;191:684;4 409;191:684;4 0;191:684;4 4;191:684;4 465;191:684;4 397;191:684;4 504;191:684;4 84;191:684;4 115;191:684;4 122;191:684;4 319;191:684;4 279;191:684;5 110;191:684;4
191,103,5,
123,619,3,
111,215,4,
468,138,4,
459,686,3,
110,137,5,
129,266,3,
96,426,2,
465,561,5,
0,98,4,
7,467,4,
191,86,4,
426,546,4,
2,258,2,
185,466,2,5;185:466;5 67;185:466;5 143;185:466;5 129;185:466;4 191;185:466;5 69;185:466;4 0;185:466;5 4;185:466;4 465;185:466;5 180;185:466;5 99;185:466;5 122;185:466;4 433;185:466;5 132;185:466;5 82;185:466;5 190;185:466;5 463;185:466;5 110;185:466;5 459;185:466;5
8,167,5,
459,643,4,
97,524,4,
465,15,3,
111,499,3,
468,549,4,
384,591,5,
69,1052,4,
5,35,5,
103,637,4,
459,469,2,
103,40,5,
500,72,4,
465,633,1,
7,561,4,
7,499,3,
472,295,3,
7,268,3,
318,209,5,
2,282,4,432;2:282;4 5;2:282;4 7;2:282;4 60;2:282;4 9;2:282;4 151;2:282;4 123;2:282;4 6;2:282;4 0;2:282;4 293;2:282;4 4;2:282;4 504;2:282;4 497;2:282;4 308;2:282;4 320;2:282;4 500;2:282;4 278;2:282;4
103,402,4,
123,407,5,
0,59,3,
8,517,3,
0,28,3,5;0:28;4 235;0:28;4 7;0:28;4 67;0:28;4 9;0:28;4 318;0:28;4 191;0:28;4 151;0:28;4 1;0:28;4 4;0:28;4 465;0:28;4 101;0:28;4 115;0:28;5 488;0:28;4 181;0:28;4 122;0:28;4 314;0:28;4 412;0:28;4 110;0:28;4
103,508,4,
465,521,4,
465,75,4,
465,63,3,
399,302,1,
174,77,3,
7,181,4,
190,184,2,
399,82,5,
432,676,4,
101,402,5,
1,188,3,
7,209,4,
463,397,5,
235,213,5,
110,501,1,
396,571,5,
459,609,4,
132,394,5,
278,636,5,
465,1131,2,
2,287,4,
97,1010,5,
410,599,4,
191,151,3,
111,649,1,
488,598,3,
4,40,5,5;4:40;4 7;4:40;4 310;4:40;4 143;4:40;4 189;4:40;4 9;4:40;3 398;4:40;4 151;4:40;4 0;4:40;4 465;4:40;4 397;4:40;4 101;4:40;4 308;4:40;4 488;4:40;4 399;4:40;4 63;4:40;4 136;4:40;4 110;4:40;4
67,1052,4,
122,521,4,
7,190,5,
465,286,3,
123,255,5,
103,301,5,
465,196,3,
7,489,5,
123,422,2,
73,546,1,
69,383,5,
111,424,1,
190,402,4,
465,1,1,
472,146,3,
433,955,5,
288,0,4,235;288:0;4 310;288:0;4 67;288:0;5 143;288:0;4 129;288:0;4 189;288:0;5 442;288:0;5 8;288:0;4 1;288:0;5 293;288:0;4 97;288:0;5 180;288:0;4 101;288:0;5 395;288:0;5 96;288:0;5 90;288:0;5 433;288:0;5 107;288:0;5 174;288:0;5 187;288:0;4
67,90,4,
111,119,2,
308,120,4,
508,259,2,
187,489,3,
399,607,2,
459,605,5,
426,642,5,
433,435,4,
103,399,4,
110,1061,5,
189,386,5,
442,499,2,
8,530,3,
123,1069,5,
465,1054,1,
67,142,4,
189,25,4,289;189:25;5 5;189:25;5 235;189:25;4 7;189:25;4 67;189:25;5 143;189:25;4 318;189:25;4 69;189:25;4 8;189:25;4 185;189:25;4 4;189:25;4 180;189:25;4 99;189:25;4 497;189:25;4 395;189:25;4 96;189:25;4 488;189:25;4 132;189:25;5 63;189:25;4 288;189:25;5
191,490,2,
7,599,4,
63,456,5,
504,1062,5,5;504:1062;4 235;504:1062;4 7;504:1062;4 310;504:1062;4 67;504:1062;4 143;504:1062;4 151;504:1062;4 1;504:1062;4 0;504:1062;4 4;504:1062;4 97;504:1062;4 180;504:1062;4 99;504:1062;4 101;504:1062;4 84;504:1062;4 395;504:1062;5 115;504:1062;5 308;504:1062;4 122;504:1062;5 179;504:1062;5 459;504:1062;4
7,463,4,
189,993,4,
187,468,4,
190,174,5,
7,433,2,67;7:433;4 189;7:433;4 9;7:433;4 8;7:433;4 6;7:433;4 185;7:433;4 293;7:433;4 180;7:433;4 99;7:433;4 504;7:433;4 395;7:433;4 308;7:433;4 473;7:433;4 73;7:433;4 179;7:433;4 464;7:433;4
67,128,3,
466,517,5,
318,418,5,
190,52,3,
2,40,3,
115,1054,5,5;115:1054;4 235;115:1054;4 143;115:1054;4 60;115:1054;4 9;115:1054;4 318;115:1054;4 311;115:1054;4 398;115:1054;4 409;115:1054;4 2;115:1054;4 4;115:1054;4 465;115:1054;4 469;115:1054;4 504;115:1054;4 308;115:1054;4 110;115:1054;4 94;115:1054;4
69,89,4,
179,258,5,
110,598,5,
318,397,5,
136,516,5,
123,63,4,
433,415,4,
0,60,5,
174,660,4,
67,1050,5,
459,40,4,
504,402,5,
306,40,5,432;306:40;4 5;306:40;4 235;306:40;4 7;306:40;4 310;306:40;4 143;306:40;4 9;306:40;4 318;306:40;4 191;306:40;4 311;306:40;5 398;306:40;4 409;306:40;4 123;306:40;4 1;306:40;5 0;306:40;4 465;306:40;4 397;306:40;4 504;306:40;4 122;306:40;5 319;306:40;4 279;306:40;5
288,732,4,
7,493,5,67;7:493;4 88;7:493;4 113;7:493;4 129;7:493;4 9;7:493;4 191;7:493;4 410;7:493;4 1;7:493;4 465;7:493;4 97;7:493;4 180;7:493;4 99;7:493;4 101;7:493;4 504;7:493;4 84;7:493;4 179;7:493;4 63;7:493;4 94;7:493;4
465,163,3,
0,77,3,
103,455,4,
11,487,4,5;11:487;4 235;11:487;4 7;11:487;4 67;11:487;4 143;11:487;4 129;11:487;4 189;11:487;4 9;11:487;4 290;11:487;4 151;11:487;4 185;11:487;4 469;11:487;4 504;11:487;4 181;11:487;4 433;11:487;4 100;11:487;4 98;11:487;4
69,156,5,
318,904,3,
136,407,5,
187,1002,2,
190,715,3,
111,417,2,
100,1061,5,5;100:1061;4 7;100:1061;4 67;100:1061;4 88;100:1061;4 129;100:1061;4 189;100:1061;4 69;100:1061;4 290;100:1061;4 409;100:1061;4 123;100:1061;4 0;100:1061;4 4;100:1061;4 97;100:1061;4 101;100:1061;4 426;100:1061;4 96;100:1061;4 308;100:1061;4 122;100:1061;4 433;100:1061;4 63;100:1061;4 110;100:1061;4 94;100:1061;4
99,529,5,
308,251,5,
318,82,5,
228,617,2,
8,86,1,
191,42,4,
67,293,4,
190,1059,4,
465,533,2,
6,416,5,
306,746,4,60;306:746;4 9;306:746;4 318;306:746;4 191;306:746;4 311;306:746;4 398;306:746;4 409;306:746;4 123;306:746;4 6;306:746;4 0;306:746;4 4;306:746;4 397;306:746;4 504;306:746;4 115;306:746;4 412;306:746;4 483;306:746;4
69,467,5,
465,503,3,
11,119,4,
5,409,5,
465,101,3,
318,666,4,
483,220,3,
190,258,5,
308,65,4,5;308:65;4 191;308:65;4 69;308:65;4 290;308:65;4 1;308:65;4 0;308:65;4 4;308:65;4 465;308:65;4 180;308:65;4 99;308:65;4 101;308:65;4 504;308:65;4 63;308:65;4 288;308:65;4 190;308:65;4 110;308:65;4
115,739,5,
7,632,5,
306,409,5,
433,323,3,
318,35,3,
5,392,4,
0,63,3,
113,1143,5,289;113:1143;4 7;113:1143;5 67;113:1143;4 88;113:1143;4 189;113:1143;5 1;113:1143;4 185;113:1143;5 0;113:1143;5 465;113:1143;4 180;113:1143;5 99;113:1143;4 101;113:1143;5 306;113:1143;5 103;113:1143;5 179;113:1143;4 464;113:1143;4
459,543,4,
144,232,4,7;144:232;5 129;144:232;4 9;144:232;4 191;144:232;4 151;144:232;4 409;144:232;4 123;144:232;4 0;144:232;4 4;144:232;4 329;144:232;5 395;144:232;4 308;144:232;4 384;144:232;4 11;144:232;4 136;144:232;5 276;144:232;4
69,564,5,
320,959,5,
174,489,3,
483,182,5,
465,650,3,
228,630,4,
426,468,2,
110,772,5,
465,399,5,
488,412,5,
465,680,5,
398,187,4,289;398:187;5 5;398:187;5 235;398:187;4 7;398:187;4 143;398:187;4 113;398:187;5 9;398:187;4 69;398:187;4 311;398:187;4 410;398:187;4 409;398:187;4 0;398:187;4 4;398:187;4 397;398:187;5 469;398:187;5 89;398:187;5 504;398:187;4 306;398:187;4 228;398:187;4 111;398:187;5 122;398:187;4 396;398:187;4 314;398:187;4 472;398:187;5
473,878,5,
101,442,1,
468,508,5,
67,460,3,
111,1002,3,
465,739,4,
132,456,5,
191,137,5,
94,81,1,
190,503,4,
2,289,4,
11,128,4,
107,1115,3,5;107:1115;5 235;107:1115;4 7;107:1115;5 67;107:1115;4 143;107:1115;5 129;107:1115;4 69;107:1115;5 410;107:1115;5 409;107:1115;4 185;107:1115;5 0;107:1115;4 99;107:1115;5 101;107:1115;5 395;107:1115;4 308;107:1115;4 181;107:1115;5 122;107:1115;5 433;107:1115;4 399;107:1115;4 466;107:1115;5 314;107:1115;4 178;107:1115;5 459;107:1115;5
113,632,4,5;113:632;4 67;113:632;4 129;113:632;4 189;113:632;4 191;113:632;4 69;113:632;4 442;113:632;4 8;113:632;4 4;113:632;4 465;113:632;4 180;113:632;4 99;113:632;4 101;113:632;4 132;113:632;4 110;113:632;4 178;113:632;4
288,455,4,5;288:455;4 310;288:455;4 67;288:455;4 189;288:455;4 69;288:455;4 290;288:455;4 8;288:455;4 123;288:455;4 1;288:455;4 0;288:455;4 4;288:455;4 180;288:455;4 99;288:455;4 101;288:455;5 96;288:455;4 90;288:455;4 132;288:455;4 95;288:455;4 407;288:455;4
101,378,5,
7,458,3,
69,1062,4,
67,1044,4,
6,424,5,
67,60,4,
174,386,5,
0,99,5,
7,89,5,
468,40,3,
463,581,2,
113,556,3,
465,149,4,
178,499,5,
111,571,4,
9,487,1,
2,279,3,432;2:279;4 5;2:279;4 129;2:279;4 9;2:279;4 151;2:279;4 409;2:279;4 123;2:279;4 144;2:279;4 6;2:279;4 0;2:279;4 293;2:279;4 4;2:279;4 504;2:279;4 306;2:279;4 308;2:279;4 500;2:279;4
465,89,1,
0,15,3,7;0:15;4 310;0:15;4 67;0:15;4 189;0:15;4 318;0:15;4 151;0:15;4 409;0:15;4 1;0:15;4 185;0:15;5 4;0:15;4 101;0:15;4 395;0:15;4 115;0:15;5 308;0:15;4 399;0:15;4 110;0:15;4 94;0:15;4
123,394,5,129;123:394;4 9;123:394;4 318;123:394;4 191;123:394;4 311;123:394;4 151;123:394;4 409;123:394;4 6;123:394;4 0;123:394;4 4;123:394;4 397;123:394;4 469;123:394;4 504;123:394;4 84;123:394;4 306;123:394;4 488;123:394;4 122;123:394;4 412;123:394;4
73,1076,4,
103,272,3,
459,501,3,
97,232,5,
67,1043,3,
7,388,5,
432,565,5,
190,488,5,
67,604,3,
465,21,5,
8,660,2,
2,314,5,
60,420,4,
433,500,3,
190,431,2,
7,399,4,
306,420,3,
310,32,5,7;310:32;5 9;310:32;4 318;310:32;4 311;310:32;4 398;310:32;4 151;310:32;4 8;310:32;4 409;310:32;4 123;310:32;5 0;310:32;4 4;310:32;4 504;310:32;4 395;310:32;4 115;310:32;4 306;310:32;4 308;310:32;4 279;310:32;4 472;310:32;4
407,445,3,
111,1031,5,
190,266,3,
69,627,4,
2,270,4,
187,440,4,
8,598,5,
143,1214,4,5;143:1214;4 7;143:1214;4 67;143:1214;4 129;143:1214;4 189;143:1214;5 9;143:1214;4 69;143:1214;4 185;143:1214;5 4;143:1214;5 465;143:1214;5 180;143:1214;5 89;143:1214;4 96;143:1214;5 308;143:1214;5 122;143:1214;5 103;143:1214;4 107;143:1214;5 178;143:1214;4
174,465,4,
111,739,1,
2,132,4,
466,565,5,
